Year,bResult,gamelength,game_id,total_kills_b_team,total_kills_r_team,total_monsters_b,total_monsters_a,total_towers_b_team,total_towers_r_team,blue_gold,red_gold,Season_Encode
2016,1,39,df51ac36-1e3c-4cdd-bd03-7c0e35828f3b,2.0,2.0,0.0,1.0,1.0,2.0,12306,13153,2
2016,1,36,795b3a53-40c8-456c-80c6-bee3a6465b17,4.0,4.0,0.0,0.0,0.0,0.0,13171,13074,1
2015,1,43,6d9ab6ef-b631-463d-9381-e95c4e522b73,8.0,8.0,0.0,0.0,0.0,0.0,12924,12242,2
2015,1,31,534db5ee-b420-4e4b-936d-e6e6bc4c8b08,6.0,6.0,0.0,1.0,1.0,0.0,12359,10643,1
2015,0,44,fb535f29-a829-416a-a430-2f6877d7c853,2.0,2.0,0.0,1.0,2.0,2.0,12703,12577,1
2016,1,34,aae11bb3-f3b0-43e8-9fb6-3f90bf2c908e,0.0,0.0,0.0,1.0,4.0,3.0,14900,14578,2
2016,1,30,70daef4a-46cd-4782-8a46-b14b0f3e03ef,2.0,2.0,0.0,0.0,0.0,0.0,12268,12009,2
2015,1,35,3beaa8b3-6263-47c9-85fa-8dde611f0bb6,2.0,2.0,0.0,1.0,1.0,1.0,13495,12335,2
2016,1,29,8e45b54f-c1fc-4971-8b70-21401283b2d8,4.0,4.0,0.0,0.0,2.0,2.0,14239,13836,1
2016,1,35,9a48c4da-3d0d-4f7b-ab3d-bb89aa0bfbb4,0.0,0.0,1.0,0.0,2.0,2.0,13339,13629,1
2016,1,51,7401937a-9b95-429e-9e60-38707419fe17,2.0,2.0,0.0,0.0,0.0,0.0,13552,13641,1
2016,0,24,c6a3fa6d-cb9a-4b63-903b-8495f8021616,4.0,4.0,0.0,0.0,0.0,1.0,13166,13190,2
2016,1,40,c3db9698-0aff-4c61-84ae-7db959d291bd,8.0,8.0,1.0,0.0,0.0,0.0,13932,13257,1
2016,0,36,b825a64c-efdf-4aa5-94fc-de387fb6acbd,0.0,0.0,0.0,0.0,2.0,2.0,12393,13198,2
2016,1,37,56faf1f2-80f5-4bda-a4cd-a5f57374f90c,4.0,4.0,0.0,1.0,0.0,2.0,13088,13383,2
2015,1,34,313e5c9d-c928-47fa-bf50-81b46d50e3af,0.0,0.0,0.0,0.0,0.0,0.0,11984,11760,1
2015,0,29,fed8c9b7-521e-426d-93cc-35c0470f763e,4.0,4.0,0.0,0.0,0.0,1.0,11107,14089,1
2016,1,31,0f884e4f-80dd-4b80-b35f-405c9538a6d4,2.0,2.0,2.0,0.0,2.0,1.0,14454,13056,2
2016,1,36,f3536b77-fc2f-4162-ad19-40f96d847292,4.0,4.0,0.0,0.0,0.0,1.0,13019,12828,2
2016,1,30,412a0e0a-c747-4ae1-8187-4ed0d5a9f6f9,4.0,4.0,0.0,0.0,1.0,0.0,12920,11942,2
2015,1,46,3ae35f85-8d88-4d21-b23c-7c543b14f9a6,2.0,2.0,0.0,0.0,1.0,1.0,12448,11776,1
2016,1,33,98d6526b-d2fa-495d-93e4-895ae2b6f80e,4.0,4.0,0.0,0.0,2.0,2.0,14101,12994,2
2016,0,62,2ff17032-a92d-4923-b6b6-8276ca65b455,12.0,12.0,1.0,0.0,1.0,0.0,14958,12854,1
2016,1,36,8bee2308-ebfa-487c-ac34-6e222711943f,2.0,2.0,0.0,1.0,0.0,0.0,12370,13226,2
2015,0,31,2a922752-0aa6-4d97-b74f-ebe2360a6f8a,2.0,2.0,0.0,0.0,0.0,1.0,12068,11778,1
2015,0,30,3c22d510-3241-49d1-a72a-c33cbe1f4be6,0.0,0.0,0.0,0.0,0.0,0.0,11613,12384,1
2015,0,32,61066c53-7561-4dab-9a80-ba7d45d56c0a,0.0,0.0,1.0,0.0,0.0,0.0,11120,11487,2
2016,0,46,56e4e184-7ab2-4fad-a8dd-abdf522a3cfa,2.0,2.0,1.0,1.0,2.0,2.0,14717,13839,1
2015,1,38,68ba4e88-546c-4af8-8c9d-a79557eac704,8.0,8.0,1.0,0.0,1.0,0.0,12186,13065,2
2015,0,30,234a315b-3505-4430-8fd3-6667260a698b,0.0,0.0,0.0,1.0,1.0,1.0,12560,12246,2
2016,0,27,c5f3df56-71ff-4788-b1e7-1a151d7a3e77,4.0,4.0,0.0,0.0,0.0,0.0,13392,13179,1
2015,0,47,d37e09d8-b439-4b42-9982-3865e5477059,0.0,0.0,0.0,0.0,0.0,0.0,11268,11514,1
2016,1,38,5b000c90-cf0e-4416-a0c4-1722c0b83c9c,4.0,4.0,1.0,0.0,2.0,2.0,14130,14199,1
2016,0,25,311605a9-d47a-4b86-90b5-3de1ffc773c8,4.0,4.0,0.0,1.0,1.0,0.0,13137,14352,1
2015,1,35,2b683fcc-1b79-4d30-bf30-6e29a45e8a1b,2.0,2.0,1.0,0.0,0.0,0.0,12316,11361,2
2016,1,32,4e3c445d-5305-4388-914c-600838d675a1,0.0,0.0,0.0,0.0,1.0,0.0,14090,13460,2
2015,0,25,ca47a318-3ff3-43ca-a79f-639d502f7007,0.0,0.0,0.0,0.0,0.0,0.0,11332,12560,2
2016,1,36,7cd96c11-bcf3-4de0-a0e4-aef4be460029,0.0,0.0,1.0,0.0,2.0,2.0,13725,14202,1
2015,1,38,157b0719-dcc8-4024-8883-a333fddeff3f,6.0,6.0,0.0,0.0,1.0,0.0,12104,12137,1
2016,1,29,f42c0c9b-b592-4c37-9fdc-311218798a2c,12.0,12.0,0.0,0.0,1.0,2.0,13706,14328,1
2016,1,33,e1fe8303-6faa-4919-9950-aabb76767d1e,8.0,8.0,0.0,0.0,2.0,1.0,13771,12246,1
2016,0,42,e54383b0-ffff-4bcd-b8eb-67a30a01629a,4.0,4.0,0.0,0.0,0.0,2.0,11656,13662,2
2016,0,50,caa8c185-9529-4c18-b869-91d22a1dbb19,2.0,2.0,0.0,0.0,0.0,0.0,13570,12639,2
2015,0,31,578a6625-d374-49a3-bdc7-2bf473b1428d,2.0,2.0,0.0,0.0,2.0,2.0,14122,13583,1
2016,1,38,ee0e03ee-dff6-496a-85e7-21ca87611051,0.0,0.0,0.0,0.0,0.0,0.0,13563,13769,2
2016,1,46,afd96be0-0101-4588-b53d-ee498adec862,4.0,4.0,0.0,0.0,0.0,0.0,13237,12842,1
2016,1,39,867df8b3-ce52-422c-8da8-92c2277c557f,4.0,4.0,0.0,0.0,1.0,0.0,13564,13099,1
2015,1,42,ac4b2e69-abc3-42ad-95fd-9be084956762,2.0,2.0,0.0,0.0,0.0,0.0,12870,12163,1
2016,0,30,09de428d-69c3-4085-98ad-7700b7fdfe71,2.0,2.0,0.0,1.0,0.0,0.0,12387,13517,1
2016,1,36,bca5a966-5cc0-4537-9546-412cad7c364f,0.0,0.0,1.0,1.0,3.0,2.0,14237,13946,2
2016,1,34,b33736e4-cbde-4c8e-80dd-7cf2a9b4f6e8,12.0,12.0,0.0,0.0,0.0,0.0,14102,12799,2
2016,0,35,e25a7662-1434-4014-9c0e-5d41fc574934,2.0,2.0,0.0,0.0,1.0,0.0,13221,12632,1
2015,0,32,aaf3332d-458f-4651-94b2-82caa98265f9,2.0,2.0,0.0,1.0,0.0,1.0,11663,12186,2
2015,1,44,443a92fb-1bf0-41ff-996a-cde552a784c3,4.0,4.0,0.0,0.0,0.0,0.0,12220,11669,1
2015,1,46,d0719f17-1aeb-4343-97ce-e58364f3a38a,2.0,2.0,0.0,1.0,0.0,0.0,11752,12080,2
2016,1,35,f131fb18-d878-403a-a2df-ec0b3e87c6cc,2.0,2.0,0.0,1.0,0.0,0.0,13478,13075,1
2016,1,28,7bc212b1-4e07-4ca9-b8fd-1903450e1d7c,4.0,4.0,1.0,0.0,1.0,1.0,13206,13346,1
2015,0,49,898befca-4aff-410c-9ea0-330970f1827f,10.0,10.0,0.0,1.0,0.0,0.0,11909,12517,1
2016,1,38,9c02169b-f5e4-4c8d-b8f9-b16dc0a93476,2.0,2.0,0.0,0.0,1.0,1.0,13496,13220,2
2016,0,37,b4d3e063-7d56-47b5-9c70-75dc6c277d60,0.0,0.0,0.0,0.0,0.0,0.0,12799,13368,1
2016,0,47,cfa5778e-0262-474d-a917-ac1c3d6221d0,8.0,8.0,0.0,0.0,1.0,0.0,12358,14760,2
2016,1,39,9e68e3f3-dd80-430b-a73a-2789b013119c,0.0,0.0,0.0,0.0,0.0,0.0,13227,12540,1
2015,1,50,442387d5-303f-478b-92b3-8d1eafb18f77,6.0,6.0,0.0,0.0,0.0,0.0,12857,12873,2
2015,1,48,bd332ffe-8f21-4e77-8e91-529301477e12,2.0,2.0,0.0,0.0,0.0,0.0,12037,11806,1
2015,1,47,64f64d5e-9770-4e7c-9d17-aa547d4feec1,4.0,4.0,0.0,1.0,1.0,1.0,12578,13119,2
2015,0,45,1d161d12-722d-4eca-8ab7-a7c20fac700e,4.0,4.0,0.0,0.0,0.0,0.0,11975,12037,2
2015,0,47,98ecbead-ad2f-4a57-9fb1-64adc0404280,4.0,4.0,0.0,0.0,0.0,0.0,12516,12714,2
2016,1,29,0075cd98-173e-45cf-b3e7-954a4ee7407c,2.0,2.0,0.0,0.0,0.0,0.0,12299,12493,1
2016,1,32,7bd5d8b6-cb32-4128-8d1c-3821459e749a,6.0,6.0,0.0,0.0,3.0,2.0,13897,12777,2
2015,1,39,18ac7059-e18b-4131-b313-7e6b3e11c0b9,2.0,2.0,0.0,0.0,1.0,1.0,11796,12427,2
2015,1,44,e0f859fa-875f-4fdc-87c5-8db7c781edf6,2.0,2.0,0.0,0.0,0.0,0.0,11329,10915,1
2015,1,29,861f0864-1bcb-474e-b439-40907ef68432,8.0,8.0,0.0,0.0,2.0,0.0,12143,11858,1
2016,1,27,a2a6f899-58e9-416d-b0b2-82cc7c9005c2,6.0,6.0,0.0,1.0,1.0,1.0,13441,12212,2
2015,1,42,1a5924fc-dc3b-470e-8d6a-543839579859,4.0,4.0,0.0,0.0,0.0,0.0,11158,11606,2
2016,0,29,9442f9e9-0a73-4ddf-adf9-4f6e53a97e73,0.0,0.0,0.0,0.0,1.0,0.0,12440,12736,1
2015,1,26,a5bea901-c2c5-461d-8893-f5148f172db3,18.0,18.0,0.0,0.0,0.0,0.0,14189,12357,2
2016,1,38,e61ae24e-e105-44c3-bed1-eb0a93660997,2.0,2.0,0.0,1.0,1.0,1.0,13532,13265,1
2015,0,26,b929d638-f047-4dce-b51f-1862da816ac6,2.0,2.0,0.0,0.0,1.0,1.0,11463,12421,1
2016,1,30,1f567d3d-5253-45b3-b3a6-2ec8840a0d5a,4.0,4.0,1.0,0.0,2.0,2.0,14687,14304,1
2016,1,45,4a80839a-3712-4b52-aede-6c6b6d3362b6,6.0,6.0,0.0,0.0,1.0,1.0,15018,13722,1
2016,1,22,5a2db4bf-2f86-45a4-bb9b-956f41818feb,10.0,10.0,1.0,0.0,3.0,1.0,14947,11890,1
2015,0,36,0e62d0cc-ba02-4dfe-aabe-c52a74a7a3e5,0.0,0.0,0.0,0.0,0.0,1.0,11999,12378,1
2015,1,31,49e39636-5df8-4b54-96fb-133f3f336e55,10.0,10.0,1.0,0.0,3.0,0.0,13324,10884,2
2015,1,38,d71d205e-668c-49c5-9e80-38449f35a1e0,2.0,2.0,0.0,0.0,0.0,0.0,12061,12621,1
2016,0,30,841c6746-859e-4034-a722-7687e0d0d4e7,6.0,6.0,0.0,0.0,0.0,0.0,13303,12963,1
2016,1,55,34832219-9997-46a7-b2e2-ab1058ad774f,6.0,6.0,0.0,0.0,0.0,0.0,13258,12687,1
2015,1,25,62eb5c96-ec32-407e-a044-a54e7c2162f1,14.0,14.0,1.0,0.0,0.0,0.0,13936,11269,2
2015,1,49,012de008-c74e-4c1d-9652-ed925b127833,4.0,4.0,1.0,0.0,1.0,0.0,13510,11079,1
2016,1,31,4323f938-6f15-4775-82b8-416f4def2ef3,0.0,0.0,1.0,0.0,2.0,2.0,13902,13157,1
2016,0,47,65a3bc2c-65e0-48e0-91df-8041cb96b377,0.0,0.0,1.0,0.0,0.0,0.0,13044,13027,1
2016,1,28,5df2c917-afab-4310-a61c-3707fba49e99,4.0,4.0,0.0,0.0,0.0,0.0,13493,12008,1
2016,0,33,848ccc89-a008-4a33-8313-06be87a0633f,4.0,4.0,0.0,0.0,0.0,1.0,12298,14526,2
2015,0,37,fd39a723-a645-481c-898b-1aacfc94ca51,0.0,0.0,0.0,1.0,0.0,1.0,11467,13158,2
2016,1,35,aae7eaa1-4ee9-42f1-b6e4-edd1d7d28403,4.0,4.0,2.0,1.0,2.0,2.0,13829,14289,1
2015,1,32,e6719f72-e324-468f-b4ab-90882af28062,0.0,0.0,0.0,0.0,0.0,0.0,12243,12671,1
2016,0,30,47a223de-02af-4310-93d1-61aa4882848b,0.0,0.0,1.0,1.0,1.0,2.0,13182,13557,2
2015,0,46,f09cf782-9129-4d43-84dd-f60f3128bf3f,8.0,8.0,0.0,0.0,0.0,1.0,13251,12385,1
2016,1,31,0a32b726-30b1-4988-9f0d-9ed1388b47b7,12.0,12.0,0.0,2.0,1.0,1.0,14818,12755,1
2016,1,30,050d43b0-c900-4840-b6ba-7d5f53101784,8.0,8.0,1.0,0.0,0.0,0.0,13048,12738,2
2016,0,33,b54898a6-79f8-412c-b205-a60f115597e0,2.0,2.0,0.0,0.0,1.0,0.0,14120,13385,2
2015,1,35,185d5f65-2959-49ac-aedc-9d50f7148832,0.0,0.0,0.0,0.0,0.0,0.0,11943,11738,2
2016,1,28,405f3f2d-c893-4878-983d-85f3fe688f7b,4.0,4.0,1.0,0.0,2.0,2.0,13964,12988,1
2016,0,39,598be232-768d-49ce-87a7-c6b59911817a,6.0,6.0,0.0,1.0,0.0,0.0,13481,13436,1
2016,0,40,b6cec904-4971-4354-91ba-bbafab77afe9,0.0,0.0,0.0,0.0,2.0,2.0,13353,14408,1
2016,1,31,e11e9d43-7ff4-47cf-99fd-d64d24dbd661,4.0,4.0,0.0,1.0,0.0,0.0,13307,12690,2
2015,0,28,41e66ffe-0ff3-4a79-a1c1-de32b8ad3b2f,2.0,2.0,1.0,0.0,0.0,0.0,12449,12617,1
2016,1,37,be0dc3bc-aaf2-4fd7-85d7-524b95f2efc0,4.0,4.0,0.0,0.0,0.0,0.0,12875,13590,1
2015,0,45,8ddd56cf-6062-4f70-b440-2b7d3aed2f6d,0.0,0.0,0.0,0.0,0.0,0.0,12151,12699,1
2016,1,40,76050c20-e2aa-42c1-a8af-c1faeb90e0cf,4.0,4.0,0.0,0.0,0.0,0.0,13749,12805,1
2015,1,35,c980a86a-51bb-4f0e-addc-02426d67072b,4.0,4.0,0.0,0.0,0.0,0.0,12156,11607,1
2015,1,43,3b385bdd-44bc-45c1-8b22-bd88ee19c17a,4.0,4.0,0.0,0.0,0.0,0.0,13104,12431,1
2016,1,35,bab8e8ae-c9c3-4b58-a889-cfe3846f0314,0.0,0.0,1.0,1.0,2.0,2.0,13510,13397,2
2016,1,33,5e005528-0509-47a8-a17f-4f1280be759b,0.0,0.0,0.0,0.0,0.0,0.0,12850,13447,1
2016,0,33,08c30a54-1e93-45e0-87ae-ccb73a053632,2.0,2.0,0.0,1.0,2.0,2.0,13712,14526,2
2016,0,55,a55a955a-d676-4b7f-8be3-a864f010a469,0.0,0.0,0.0,1.0,2.0,2.0,13577,13587,1
2016,0,41,89d3f69e-49d0-4fee-a8bf-abd143a42986,6.0,6.0,1.0,1.0,1.0,1.0,13779,13212,1
2016,1,42,acac5371-b64b-4b58-9b8c-e73b6e371537,0.0,0.0,0.0,1.0,0.0,0.0,12912,12658,2
2015,1,34,c7f6cafa-bd28-4f35-8216-a85fc2b87602,6.0,6.0,1.0,0.0,0.0,0.0,12665,12191,2
2015,1,34,feee8914-a063-4ed3-9d5d-06c200727241,6.0,6.0,0.0,0.0,0.0,0.0,12696,11763,1
2016,0,29,9ada9dfe-a2fa-444c-9447-dd944c369b44,2.0,2.0,0.0,1.0,2.0,2.0,14308,14244,1
2014,1,30,38d0ef63-5b3f-4c8b-8a5e-bde38d17c2a6,4.0,4.0,1.0,0.0,0.0,0.0,12353,11352,1
2016,0,32,d179ab3c-e276-4c3d-83ad-fcf2de877e4a,0.0,0.0,0.0,1.0,0.0,0.0,12765,13034,2
2016,1,39,8fed4a2e-64a5-4ead-aad0-8801e95dacbe,6.0,6.0,1.0,1.0,1.0,1.0,13756,12792,1
2016,1,37,9dde01a7-d23d-4cbe-aac5-94a7be6b84cc,12.0,12.0,0.0,0.0,0.0,0.0,13912,12500,2
2016,0,42,33844eb1-745b-482f-9f03-fee6e2e2bd86,2.0,2.0,0.0,0.0,0.0,0.0,12769,12911,1
2015,1,30,ec09e81f-f191-46ec-86ce-d5db908fa1ce,6.0,6.0,0.0,1.0,0.0,0.0,13052,13402,2
2015,1,24,731fe4ee-0fe9-434d-9bbe-5c982df989bf,10.0,10.0,1.0,0.0,0.0,0.0,13057,11895,2
2016,1,34,043099d2-0657-4804-9b96-12be06bad44a,6.0,6.0,0.0,0.0,0.0,0.0,13103,13526,2
2016,0,70,dca47eaa-2276-4567-b47c-a4f98ed78c49,0.0,0.0,0.0,0.0,1.0,1.0,12718,14289,2
2016,1,50,ba06c4fb-ffb8-4b37-9c06-dea93c17fd7e,4.0,4.0,0.0,0.0,2.0,2.0,13458,13549,1
2016,1,57,e7008d7f-7138-48a1-9ce9-846c82169732,6.0,6.0,0.0,0.0,0.0,0.0,13430,13123,2
2015,0,50,9c868c50-2d4e-463a-ae2e-723d0c902174,2.0,2.0,1.0,0.0,0.0,0.0,11934,12245,1
2015,1,35,eb40069c-7687-45cf-9ff7-ed25c3230913,0.0,0.0,1.0,0.0,1.0,0.0,11994,12492,1
2016,1,41,1c67a60c-86c6-45d5-b6da-f2cb62945d7d,2.0,2.0,0.0,1.0,3.0,2.0,15066,14469,1
2016,0,27,8179adf9-bd46-4d72-93f8-e3c2dc5a3f5a,2.0,2.0,0.0,0.0,0.0,0.0,13061,14000,2
2015,0,30,c6ab8340-af25-46e1-a197-85b68e82b379,0.0,0.0,0.0,1.0,0.0,0.0,10881,11951,2
2016,0,36,dccd32d0-80ac-4f04-91b4-87ddb91a9aab,2.0,2.0,0.0,0.0,0.0,0.0,13792,12922,1
2016,1,25,66d9b371-399a-4f11-9809-6295a912e6dc,6.0,6.0,0.0,0.0,2.0,1.0,14920,12188,1
2015,0,33,6aaff1e0-e998-497f-95eb-70b55d962c84,8.0,8.0,0.0,1.0,0.0,0.0,11502,13483,2
2016,0,36,a3bdd18f-b643-4bb2-b2b9-928b4e59ae07,4.0,4.0,0.0,0.0,1.0,2.0,13520,14374,2
2015,0,35,32afde54-9f38-4fcc-b216-49c37e21fefa,2.0,2.0,0.0,0.0,0.0,1.0,10716,13480,2
2016,1,26,87501db6-63cb-4296-b7ce-165514cfddb4,0.0,0.0,0.0,0.0,0.0,0.0,12321,12752,1
2015,1,39,bb771e84-5ffc-4667-a65f-05e6ecf5dc23,0.0,0.0,0.0,0.0,0.0,0.0,11620,12380,1
2015,0,40,172d17f8-0e94-4cf2-b812-a3b458c397e0,2.0,2.0,0.0,1.0,2.0,1.0,11634,12053,2
2016,0,59,ab62905c-90bb-4126-84c0-702dad0afb7c,0.0,0.0,0.0,1.0,1.0,1.0,13461,13616,1
2015,1,30,8d031c7d-b893-4446-b63c-119c80f4a7b1,14.0,14.0,0.0,0.0,0.0,0.0,14154,12839,1
2016,1,36,8d28743e-b935-4fff-aecb-4cda27f6da96,0.0,0.0,1.0,0.0,0.0,0.0,13514,13214,2
2016,1,33,05a6cfdf-f675-40ee-a579-606b1ac06a1d,2.0,2.0,0.0,0.0,2.0,2.0,13279,13526,1
2016,1,22,7b5696c4-eda0-4366-85cf-92995c0923cf,14.0,14.0,0.0,0.0,0.0,0.0,15123,11696,2
2016,0,34,d4a855a1-a88d-46c4-9276-edcec00d57ef,0.0,0.0,0.0,0.0,0.0,0.0,13354,13252,1
2016,0,52,a85f9e43-5d02-4697-8b51-5aa0a159ebf0,0.0,0.0,0.0,1.0,0.0,0.0,11991,13302,1
2016,0,47,7729102b-187c-4aef-8de7-408f11e7b86a,2.0,2.0,0.0,0.0,0.0,0.0,13818,13430,1
2015,1,49,123f5367-b681-4bf3-bc7b-7f0c1c38721c,2.0,2.0,0.0,0.0,0.0,0.0,12151,11291,2
2015,1,48,949c7cb6-2d0d-4837-afc1-059240247507,0.0,0.0,0.0,1.0,0.0,0.0,12284,12696,1
2016,0,33,df0102cf-5294-4a34-a597-8f6d08134abd,12.0,12.0,0.0,0.0,1.0,2.0,13856,14930,2
2016,1,41,5e703643-6488-4e24-80e3-c3687e8fb2ad,6.0,6.0,0.0,0.0,0.0,0.0,13414,13451,1
2015,0,40,c983d845-59cf-4a0e-8bb1-94228f322db6,6.0,6.0,0.0,1.0,0.0,0.0,11739,14295,2
2015,0,41,01168dea-7132-494c-8389-aa8dfc06ad9d,4.0,4.0,0.0,0.0,1.0,0.0,11829,12289,1
2015,0,35,136ea9b0-1974-4e8f-bc11-d3c1b35b39fe,0.0,0.0,1.0,0.0,0.0,1.0,11150,12968,2
2016,1,46,13d8da99-a014-48f9-94a4-225d9bcd934e,0.0,0.0,0.0,1.0,2.0,2.0,14024,13640,1
2015,1,38,f2cea97e-467e-4dc3-afab-983f35eb6639,0.0,0.0,0.0,1.0,0.0,0.0,11525,11516,1
2016,1,35,afc18b7f-0361-43a8-886f-93a8c8ecf33b,4.0,4.0,0.0,0.0,0.0,0.0,13285,12962,2
2016,0,45,9b27f1a9-8f0b-4f29-9616-be3ba80677a9,4.0,4.0,0.0,0.0,0.0,0.0,12824,12770,2
2016,0,37,6c37dd96-3d83-4f65-8257-a1586b741830,0.0,0.0,0.0,0.0,3.0,2.0,14249,13274,1
2016,1,36,1a82287f-572b-441a-9a2c-c14168231952,2.0,2.0,0.0,0.0,0.0,0.0,12906,13077,1
2016,0,39,1883ee4d-8acb-4277-9169-201e54257546,2.0,2.0,1.0,1.0,2.0,2.0,14088,14584,1
2015,1,49,0fac15ea-6949-4b97-9a11-caed2171773b,2.0,2.0,0.0,0.0,0.0,0.0,11971,11894,2
2016,0,47,61339c76-2332-4350-88bb-1d5bdcaeeafd,2.0,2.0,1.0,1.0,1.0,2.0,12595,13967,2
2016,0,62,10d4899e-1333-40c2-b4e1-fa5405751dd0,0.0,0.0,0.0,0.0,0.0,0.0,12629,13259,2
2015,1,33,da6cadfd-f19f-4072-b945-fbdaf274dee7,0.0,0.0,0.0,0.0,0.0,0.0,11675,11265,1
2016,1,39,5e651fa0-0435-4209-852a-9443054a9ac3,2.0,2.0,0.0,0.0,1.0,1.0,13407,13096,2
2016,1,26,f999b874-adfa-4d33-88cc-fb08d90c23ba,4.0,4.0,0.0,0.0,0.0,0.0,13043,13037,1
2016,1,32,8fa1778e-865c-4300-bfa6-cb185a04f3f8,2.0,2.0,0.0,0.0,0.0,0.0,12806,13876,2
2015,1,43,70f01ceb-8c2e-4798-9a6f-45532689554b,12.0,12.0,0.0,0.0,0.0,0.0,12533,12802,2
2016,0,46,e20d60de-b69c-4e56-9788-3a523bb3b720,2.0,2.0,0.0,1.0,0.0,0.0,12761,13597,2
2015,1,34,2dbdb7d0-fc65-45f7-8f3b-73e75bc86a26,4.0,4.0,0.0,0.0,0.0,0.0,11751,11431,2
2015,0,43,16b6f807-621e-4c0f-b101-8c0f63022947,6.0,6.0,0.0,0.0,0.0,0.0,11769,13216,2
2016,0,40,881ca41b-c6ae-4e0d-800f-6c6f834783ff,4.0,4.0,0.0,1.0,0.0,0.0,13721,12712,2
2016,1,39,c0d23ff3-a62a-4b75-8f75-35bf20155c51,2.0,2.0,1.0,0.0,1.0,1.0,13454,13827,1
2015,1,40,7ca4c354-5d0d-4ccb-8a38-d8c1e8fab3d6,2.0,2.0,0.0,1.0,1.0,1.0,12929,12300,1
2016,1,27,8411fd8a-cf62-4f8b-906b-c4255074e20f,0.0,0.0,0.0,1.0,0.0,0.0,12331,12696,2
2015,1,32,236897be-d91b-4f30-a115-4d6f963bca09,14.0,14.0,1.0,0.0,0.0,0.0,13654,11482,2
2016,1,39,1a0a3da1-fedb-4e51-8055-8ff3e01c18e6,8.0,8.0,1.0,0.0,0.0,0.0,13597,13142,1
2016,0,43,71ae404a-0592-4fb6-bdc2-c1bae20a1a7f,2.0,2.0,1.0,0.0,2.0,2.0,13580,13689,1
2016,0,53,e0302f9a-c809-4f08-97fb-8d96e4730e43,4.0,4.0,0.0,0.0,1.0,1.0,13741,12946,1
2015,1,44,8d0441cf-2963-4cc0-bf76-4e7a76c09983,2.0,2.0,0.0,1.0,0.0,0.0,11222,12121,1
2016,1,30,61bbe4ed-a587-4076-b7b2-3a6c3192b42e,2.0,2.0,0.0,2.0,3.0,2.0,15418,13689,2
2016,0,28,b4aea709-e38a-4bad-b6a7-de3666ef274c,0.0,0.0,0.0,1.0,2.0,3.0,13742,13579,1
2016,1,50,c23ca9c9-cae6-4218-89a4-95b162afca90,0.0,0.0,0.0,0.0,1.0,1.0,13375,13627,1
2016,1,29,b03579c2-d8aa-4194-ad22-33dbe5ce30b8,6.0,6.0,0.0,1.0,1.0,1.0,14176,13369,1
2015,0,33,18be0c9d-2a44-46c6-9dca-1eb48696712d,2.0,2.0,0.0,1.0,1.0,1.0,11980,12611,1
2015,0,39,13d618a5-3771-440d-8819-9df3c60c10ea,0.0,0.0,0.0,0.0,0.0,0.0,11651,12865,2
2016,1,36,3aa955be-56fe-4c46-be7b-d7fd11c7532f,6.0,6.0,2.0,0.0,1.0,1.0,14332,12821,1
2016,1,42,f0e79498-0d55-4ff7-aa45-ac60d0e47932,4.0,4.0,0.0,0.0,1.0,1.0,13179,13470,1
2015,0,44,87a9cdc2-c84b-4b97-92de-7e11959bbe08,0.0,0.0,0.0,1.0,0.0,0.0,11812,12117,1
2016,1,30,90188507-ffa1-4a09-8773-bf601afda76f,12.0,12.0,1.0,0.0,2.0,0.0,14632,13143,2
2015,1,39,7f4a2815-c2db-4185-ac25-d259e919c14e,4.0,4.0,0.0,0.0,0.0,0.0,13419,11818,1
2015,1,52,1ab39a84-63ac-48af-bf00-e27293ff9360,0.0,0.0,0.0,0.0,0.0,0.0,12389,11966,2
2016,0,40,da41518a-0a0b-4733-8f68-12e693cadfb2,2.0,2.0,0.0,1.0,2.0,2.0,13696,13905,1
2016,0,43,f1b54686-1b88-4df1-bf95-9eae1a5cbafc,2.0,2.0,0.0,0.0,0.0,0.0,13267,13454,1
2015,1,40,552b9250-1543-4f4e-abfd-7af4782655fd,8.0,8.0,1.0,0.0,1.0,2.0,12397,12867,1
2016,0,36,f405e178-04b8-456e-8d56-43a27d222f05,2.0,2.0,0.0,1.0,3.0,2.0,13192,13788,1
2016,0,26,bed7595f-c3b4-4c01-89b1-a519a418361d,2.0,2.0,0.0,0.0,1.0,1.0,12733,13171,2
2015,0,30,0f042fae-60ab-4252-98ea-989052a9aa8b,0.0,0.0,0.0,0.0,1.0,1.0,12027,13246,1
2016,1,33,7a14555c-780a-43d2-8c91-efdcbbeeee13,4.0,4.0,1.0,0.0,2.0,2.0,13895,13369,1
2016,1,33,0e2570d5-7492-4699-99c1-22939a93b521,4.0,4.0,0.0,0.0,0.0,0.0,13276,12723,2
2016,1,36,151736f6-e06f-4e6a-8c6a-919c5b3279fc,2.0,2.0,0.0,1.0,1.0,1.0,13017,14537,2
2016,1,41,68e8681d-9f5b-49f9-9bd5-d13f2cd9907f,2.0,2.0,1.0,0.0,2.0,2.0,13849,14045,1
2016,1,47,8fc00b78-98b7-4667-8df6-229da72c945a,0.0,0.0,0.0,0.0,0.0,0.0,12893,13264,2
2016,1,27,6b3ce8d2-4efc-42be-b9aa-97567eb689b7,2.0,2.0,1.0,0.0,2.0,3.0,14400,13533,1
2015,0,47,5989ac22-a078-478b-8ca3-182476b49c3e,0.0,0.0,0.0,1.0,0.0,0.0,12085,12640,1
