,Unnamed: 0,target,text,length,words,hasTitle,hasContent,hasLang,hasCountry1,hasCountry2,hasCountry3,hasCountry4,num_countries
3980,3980,0.0,depart social welfar develop dswd give famili philippin allot govern emerg subsidi worth total p200 billion light coronavirus pandem p57 billion spare,285,48,0,0,0,1,1,1,1,4
1417,1417,0.0,suppos accord new decre issu spanish govern regul nonessenti activ confin custom offic work good enter spain,203,29,0,0,0,1,1,1,1,4
1314,1314,0.0,video bodi bag dump ditch show situat itali coronavirus,100,19,0,0,0,1,1,1,1,4
3657,3657,0.0,fals claim number death covid19 sri lanka,63,12,0,0,1,0,0,0,0,0
2919,2919,0.0,polic free entri hous build malaga identifi possibl coronavirus infect peopl,111,16,0,0,0,1,1,1,1,4
316,316,0.0,simpson predict coronavirus pandem,61,8,0,0,0,1,1,1,1,4
2723,2723,0.0,peopl citi hyderabad india follow social distanc gone outsid home shop festiv eid,143,25,0,0,0,1,1,1,1,4
3660,3660,0.0,herd sri lankan sambar deer seen freeli gaze beach yala nation park lack human activ current curfew period sri lanka,164,30,0,0,0,1,1,1,1,4
1344,1344,0.0,coronavirus poultri product confirm bihar health depart,83,12,1,1,0,1,1,1,1,4
467,467,0.0,brazilian nation congress approv law demand wear mak insid hous covid19 pandem polic offic allow enter hous verifi your wear mask,221,38,0,0,0,1,1,1,1,4
3941,3941,0.0,video heartbreak stori italiangreek coupl regardless risk get infect guy took protect suit kiss fiance die march 25,190,33,0,0,0,1,1,1,1,4
137,137,0.0,video show german convert islam larg number,68,11,0,1,1,0,0,0,0,0
3478,3478,0.0,egypt discov treatment covid19,43,6,0,0,0,1,1,1,1,4
3705,3705,0.0,audio biden call coronavirus hoax,47,8,0,0,0,1,1,1,1,4
2363,2363,0.0,photo hindu woman attack rss member offer sehri muslim kashmiri girl indian lockdown,120,21,0,0,0,1,1,1,1,4
821,821,0.0,tanzanian presid unmask fals pandem,44,5,0,0,0,1,1,1,1,4
3631,3631,0.0,dr li wenliang discov coffe cure coronavirus,56,8,0,0,0,1,1,1,1,4
159,159,0.0,poem written 1869 kathleen omeara predict pandem covid19,77,12,0,0,0,1,1,1,1,4
260,260,0.0,covid19 case ethiopia,38,7,0,0,0,1,1,1,1,4
283,283,0.0,drink water keep throat moist prevent novel coronavirus attach throat,110,17,0,0,0,1,1,1,1,4
4143,4143,0.0,drink sea water prevent spread covid19,52,8,0,0,0,1,1,1,1,4
3719,3719,0.0,costa rica peak stage virus,46,10,0,0,0,1,1,1,1,4
1258,1258,0.0,graphic purport show news bulletin alleg extens covid19 lockdown philippin 30 2020 share repeat multipl facebook post claim refer govern announc,236,36,0,0,0,1,1,1,1,4
1261,1261,0.0,boy call covid19 monterrey mexico,47,8,0,0,0,1,1,1,1,4
2527,2527,0.0,ireland go lockdown,39,7,0,0,0,1,1,1,1,4
2332,2332,0.0,alkalin food help counter covid19,38,5,0,0,0,1,1,1,1,4
2165,2165,0.0,indian state kerala opposit leader write chief minist pinarayi vijayan adopt method save stronger immun covid19 infect,167,25,0,0,0,1,1,1,1,4
2727,2727,0.0,spread new coronavirus inform spread govern produc mask japanes flag respons lack mask,159,27,0,0,0,1,1,1,1,4
4021,4021,0.0,offici govern announc detail covid19 restrict eas ireland earli,111,16,0,0,0,1,1,1,1,4
3695,3695,0.0,claim accord new york time ballisticmissil submarin uss tennesse confirm case submarin mission 119 day indic virus origin,223,37,0,0,0,1,1,1,1,4
1756,1756,0.0,claim serbia countri europ organ covid19 infect diseas crisi respons team member bodi director relev institut clinic repres relev bodi,254,40,0,0,0,1,1,1,1,4
12,12,0.0,video muslim violat lockdown condit old citi hyderabad,72,10,0,0,0,1,1,1,1,4
1555,1555,0.0,video show peopl age 50 hungari thrown polic van like anim quarantin govern center,135,23,0,0,0,1,1,1,1,4
421,421,0.0,150 foreign attend sadhgurus event march led 1000 coronavirus case tamil nadu india foreign quarantin isha yoga center,176,28,0,0,0,1,1,1,1,4
3901,3901,0.0,cdc said coronavirus surviv 17 day surfac cruis ship,80,15,0,0,0,1,1,1,1,4
3336,3336,0.0,countri singer joe diffi die lung cancer countri music star pass away march 29 2020 fals,123,20,0,0,0,1,1,1,1,4
1216,1216,0.0,consum colloid silver prevent serv treatment new coronavirus,85,13,0,0,0,1,1,1,1,4
750,750,0.0,beij shanghai preserv pandemia covid19 proof virus creat china weapon,141,25,0,0,0,1,1,1,1,4
3304,3304,0.0,free babi formula covid19 crisi call compani cant conjur giveaway thin air fals,143,24,0,0,0,1,1,1,1,4
2819,2819,0.0,coronavirus virus bacterium,48,9,0,0,0,1,1,1,1,4
1906,1906,0.0,list 10 claim coronavirus alleg doctor work hospit shenzhen,105,19,0,0,0,1,1,1,1,4
599,599,0.0,imag taken current lockdown time show colombo sri lanka sky clear result covid19 curfew,126,21,0,0,0,1,1,1,1,4
4100,4100,0.0,indian actor shah rukh khan donat money pakistan fight coronavirus help india,106,19,0,0,0,1,1,1,1,4
3385,3385,0.0,ny governor andrew cuomo reject buy 16000 ventil 2015,75,12,0,0,0,1,1,1,1,4
3768,3768,0.0,audio whatsapp say doctor nurs hospit icu terrassa barcelona,112,19,0,0,0,1,1,1,1,4
367,367,0.0,chines convert islam avoid coronavirus,58,9,1,1,1,0,0,0,0,0
2017,2017,0.0,hot lemon juic prevent coronavirus,38,5,0,0,0,1,1,1,1,4
1885,1885,0.0,audio whatsapp say doctor nurs hospit icu terrassa barcelona,112,19,0,0,0,1,1,1,1,4
833,833,0.0,muslim men beaten lockdown india,58,10,0,0,0,1,1,1,1,4
141,141,0.0,claim noam chomski assur new coronavirus creat unit state start bacteriolog war,123,20,0,0,0,1,1,1,1,4
180,180,0.0,princ charl wale cure coronavirus homeopathi,76,12,0,0,0,1,1,1,1,4
112,112,0.0,vaccin coronavirus covid19 2001,62,9,0,0,0,1,1,1,1,4
411,411,0.0,post claim uganda record covid19 death march 25,75,13,0,0,0,1,1,1,1,4
514,514,0.0,govern telangana india releas new schedul ssc classx examin exam schedul april 20 april 28,152,27,0,0,0,1,1,1,1,4
532,532,0.0,video news report claim whatsapp go suspend brazil caption state suspens go place misinform covid19,197,34,0,0,0,1,1,1,1,4
986,986,0.0,imag offici spanish state gazett messag assur govern go use militari aircraft fumig coronavirus,167,26,0,0,0,1,1,1,1,4
943,943,0.0,walmart introduc stagger shop schedul walmart store set asid dedic shop hour senior citizen fals,163,23,0,0,0,1,1,1,1,4
2667,2667,0.0,american ceo drew indian map compar popul indian state countri world highlight india brilliant respons tackl covid19,177,27,0,0,0,1,1,1,1,4
928,928,0.0,dispos mask reus steril steam,66,11,0,0,0,1,1,1,1,4
1769,1769,0.0,brazilian ministri health hint relat covid19 victim doubt death certif,108,15,0,0,0,1,1,1,1,4
27,27,0.0,french professor didier raoult director ihu marseill told african bill gate vaccin coronavirus poison,154,22,0,0,0,1,1,1,1,4
3570,3570,0.0,china sought kill 20000 coronavirus patient control spread virus,89,15,0,0,0,1,1,1,1,4
1838,1838,0.0,19 tiger fan got infect covid19 ny,51,9,0,0,0,1,1,1,1,4
3565,3565,0.0,indonesian presid joko widodo lock 10 citi,55,8,0,0,0,1,1,1,1,4
542,542,0.0,photo list purport symptom treatment novel coronavirus caus diseas covid19 share hundr time multipl post facebook twitter instagram purport remedi includ daili dose vitamin exposur sunlight diet alkalin food,314,51,0,0,0,1,1,1,1,4
3931,3931,0.0,japanes nobel laureat say coronavirus natur occur,77,11,0,0,1,0,0,0,0,0
1428,1428,0.0,covid19 dead ebola hiv,43,8,0,0,0,1,1,1,1,4
2166,2166,0.0,india spray pesticid night prevent covid19,56,8,0,0,0,1,1,1,1,4
2090,2090,0.0,soap hand sanit kill coronavirus bodi,69,13,0,0,0,1,1,1,1,4
3197,3197,0.0,indian polic fight villag protest entri corps villag suspect covid19 patient,137,23,0,0,1,0,0,0,0,0
2292,2292,0.0,hindus drop religi statu sea useless covid19 crisi,94,15,0,0,0,1,1,1,1,4
256,256,0.0,novel coronavirus surviv 9 day road shoe doctor milan say,108,20,0,1,0,1,1,1,1,4
3813,3813,0.0,chines person taken kansai airport osaka japan hospit run away test,127,23,0,0,0,1,1,1,1,4
2605,2605,0.0,clean throat salt water vinegar cure coronavirus,66,11,0,0,0,1,1,1,1,4
304,304,0.0,video muslim leader accident shot dead celebratori fire recov covid19 pakistan,128,20,0,0,0,1,1,1,1,4
2369,2369,0.0,video post claim govern donat 176 million myanmar govern coronavirus aid,109,17,0,0,1,0,0,0,0,0
2156,2156,0.0,case new coronavirus venezuela regist come bolivar state,101,17,0,0,0,1,1,1,1,4
2120,2120,0.0,clorox bottl claim kill 2019 coronavirus develop,87,13,0,0,0,1,1,1,1,4
3170,3170,0.0,ecuadorian doctor develop vaccin covid19,51,7,0,0,0,1,1,1,1,4
3212,3212,0.0,georgia gov brian kemp mandat restaur reopen,55,7,0,0,0,1,1,1,1,4
1106,1106,0.0,cdc schedul announc wear mask everyday life,85,13,0,0,0,1,1,1,1,4
2111,2111,0.0,citi turkey go disinfect helicopt,66,11,0,1,0,1,1,1,1,4
827,827,0.0,curfew issu bossier citi coronavirus,51,8,0,0,0,1,1,1,1,4
1454,1454,0.0,chines nation kenya kill alleg escap quarantin nairobi airport,113,17,0,0,0,1,1,1,1,4
1423,1423,0.0,italian doctor recommend take shoe home,62,10,0,0,0,1,1,1,1,4
2526,2526,0.0,video asha worker attack local telangana went screen peopl attend delhi nizamuddin prayer suspect having covid19,168,27,0,0,0,1,1,1,1,4
1457,1457,0.0,disinfect booth remov 99 virus,43,6,0,0,0,1,1,1,1,4
3541,3541,0.0,screenshot show 109 coronavirus case cali neighborhood colombia,77,11,0,0,0,1,1,1,1,4
237,237,0.0,weight virus caus covid19 085 attogram,59,10,0,1,0,1,1,1,1,4
1809,1809,0.0,doctor includ covid19 suspect death certif hospit receiv 18000 brazilian reai regist covid19 death,148,19,0,0,0,1,1,1,1,4
2427,2427,0.0,post say coronavirus slow stop immedi widespread use high dose vitamin c,117,21,0,0,0,1,1,1,1,4
898,898,0.0,assassin tunisian scientist germani save human covid19,99,16,0,1,1,0,0,0,0,0
3095,3095,0.0,report draft scientif panel appoint germani interior ministri declar covid19 pandem global fals alarm leak employe,173,27,0,0,0,1,1,1,1,4
2516,2516,0.0,photo indonesian doctor hideo ali look children pregnant wife time,103,18,0,0,0,1,1,1,1,4
2202,2202,0.0,fighter aircraft crash tenjin china fail defect china,77,13,0,0,0,1,1,1,1,4
1692,1692,0.0,patient heal algeria,33,5,0,0,0,1,1,1,1,4
3253,3253,0.0,articl le parisien french journal publish 2013 reveal covid19 creat chines scientist,121,18,0,0,0,1,1,1,1,4
3284,3284,0.0,hospit use mannequin fake patient die covid19 scare convinc peopl diseas dead,126,21,1,1,0,1,1,1,1,4
1123,1123,0.0,guatemala ombudsman want citizen pay covid19 test,68,10,0,0,0,1,1,1,1,4
63,63,0.0,video view thousand time multipl post facebook april 2020 claim show peopl pray street itali coronavirus pandem,177,31,0,0,0,1,1,1,1,4
1460,1460,0.0,coronavirus florida man arrest robberi cough weapon,73,11,0,0,0,1,1,1,1,4
2564,2564,0.0,chines scientist ms shih zheng warn mosquito spread covid19 turn virus mosquitocoronavirus,123,17,0,0,0,1,1,1,1,4
1536,1536,0.0,facebook status 2012 talk spread coronavirus 2020,76,13,0,0,0,1,1,1,1,4
72,72,0.0,imag share whatsapp state covid19 prevent wash mouth hot water salt hot water vinegar,139,25,1,1,0,1,1,1,1,4
2815,2815,0.0,imag coupl claim activist peter demello siraj bilsara share connect palghar lynch,115,18,0,0,0,1,1,1,1,4
1624,1624,0.0,photo muslim offer prayer rooftop india,60,10,0,0,0,1,1,1,1,4
3930,3930,0.0,bill gate plan introduc microchip implant regist test andor vaccin sarscov2,145,21,1,1,0,1,1,1,1,4
620,620,0.0,567 posit case 39 death covid19 record mali april 13 2020,88,16,0,0,0,1,1,1,1,4
2458,2458,0.0,kenyan senat give away cash kenyan citizen help covid19 outbreak,104,18,0,0,0,1,1,1,1,4
2885,2885,0.0,sadhu sage jaipur india infect 300 peopl share chilam,78,13,0,0,0,1,1,1,1,4
1157,1157,0.0,tasuku honjo nobel prize winner state sarscov2 lab wuhan work,112,21,0,0,0,1,1,1,1,4
2704,2704,0.0,person coronavirus escap hospit bogota,64,10,0,0,0,1,1,1,1,4
2888,2888,0.0,ginger ale effect cure 2019 novel coronavirus,64,11,0,0,0,1,1,1,1,4
3628,3628,0.0,vatican confirm pope franci aid test posit coronavirus,87,13,0,0,0,1,1,1,1,4
2820,2820,0.0,imag claim polish church 46 billion zloti govern coronavirus,106,17,0,0,0,1,1,1,1,4
1777,1777,0.0,ministri economi financ south korea pharmaceut compani secret meet,98,15,0,1,1,0,0,0,0,0
3633,3633,0.0,photo peopl follow social distanc market manipur india,76,12,0,0,0,1,1,1,1,4
4168,4168,0.0,new york governor andrew cuomo reject buy recommend 16000 ventil 2015 pandem establish death panel lotteri instead chanc buy 2015 16000 ventil low price turn,259,44,0,0,0,1,1,1,1,4
420,420,0.0,vitamin c cure coronavirus,32,5,0,0,0,1,1,1,1,4
469,469,0.0,video show man infect coronavirus touch piec bread supermarket europ,105,18,0,0,0,1,1,1,1,4
3038,3038,0.0,dr charl lieber harvard professor arrest creat coronavirus sell china,104,16,0,0,0,1,1,1,1,4
2629,2629,0.0,garlic water prevent novel coronavirus accord chines doctor,76,11,0,0,0,1,1,1,1,4
1114,1114,0.0,stf brazil suprem court forbad militari hospit treat civilian covid19 patient polit parti oppos bolsonaro request,155,21,0,0,0,1,1,1,1,4
2388,2388,0.0,video show polic beat peopl china link outbreak,72,11,0,0,0,1,1,1,1,4
4147,4147,0.0,map show differ part franc confin,75,13,0,0,0,1,1,1,1,4
1652,1652,0.0,facebook post share hundr time claim madagascar presid andri rajoelina call african nation leav world health organ,162,23,0,0,0,1,1,1,1,4
2749,2749,0.0,facebook video suggest use bioreson cure covid19,72,11,1,1,0,1,1,1,1,4
222,222,0.0,nyt invent video doctor fight coronavirus hospit,69,11,0,0,0,1,1,1,1,4
2910,2910,0.0,senat lindsey graham say presid trump probabl know medicin specif virus socal scientist nih cdc,168,26,0,0,0,1,1,1,1,4
772,772,0.0,cure coronavirus ginger lemon onion garlic,59,9,0,0,0,1,1,1,1,4
147,147,0.0,15 minor admit covid19 infanta sofía hospit madrid talavera hospit,129,21,0,0,0,1,1,1,1,4
1047,1047,0.0,michigan governor reopen travers citi daughter open hous,88,13,0,0,0,1,1,1,1,4
3793,3793,0.0,photo show militari vehicl transport truck highway near pari french popul confin,139,23,0,0,0,1,1,1,1,4
4144,4144,0.0,coronavirus extermin lockdown lift,58,8,0,0,0,1,1,1,1,4
3502,3502,0.0,aiim indian medic institut team said toddi medicin properti cure coronavirus,104,15,0,0,0,1,1,1,1,4
4026,4026,0.0,video claim member brazilian parliament broke hospit found coronavirus patient,122,20,0,0,0,1,1,1,1,4
2724,2724,0.0,indian social activist arrest tri buy liquor lockdown period,96,16,0,0,0,1,1,1,1,4
44,44,0.0,hospit 2200 bed construct gujarat india 6 day,77,14,0,0,0,1,1,1,1,4
323,323,0.0,turkey confisc ventil go spain china,62,9,0,1,0,1,1,1,1,4
1858,1858,0.0,usa govern warn brasilian govern mortal danger chines test,87,12,1,1,0,1,1,1,1,4
3773,3773,0.0,trump bail wall street main street,53,9,0,0,0,1,1,1,1,4
3821,3821,0.0,case infect beij epidem creat problem chines economi prove new coronavirus biolog weapon chines destroy world,209,36,0,0,0,1,1,1,1,4
3198,3198,0.0,rins mouth salt water prevent coronavirus infect,73,10,0,0,0,1,1,1,1,4
722,722,0.0,hold breath 10 second determin covid19 drink water 15 minut,101,17,0,0,0,1,1,1,1,4
1969,1969,0.0,volunt uk coronavirus vaccin trial die,60,9,0,0,0,1,1,1,1,4
1281,1281,0.0,philippin presidenti spokesperson salvador panelo said south korea impos total lockdown control spread covid19,132,18,0,0,0,1,1,1,1,4
2195,2195,0.0,madagascar artemisiabas tonic cure covid19 artemisia wide tradit medicin known lengana setswana sesotho umhlonyan isizulu,177,25,0,0,0,1,1,1,1,4
301,301,0.0,group pray squar itali rid coronavirus,65,13,1,1,0,1,1,1,1,4
302,302,0.0,nostradamus predict covid19 pandem peopl recogn predict calamit event suppos anticip fals,161,19,0,0,0,1,1,1,1,4
3207,3207,0.0,china plan coronavirus,27,3,0,0,0,1,1,1,1,4
1437,1437,0.0,suprem court india ban govern share messag coronavirus,109,17,0,0,0,1,1,1,1,4
1784,1784,0.0,tv globo imag collect funer victim shipwreck lampedusa 2013 illustr stori death covid19 itali,156,28,0,0,0,1,1,1,1,4
670,670,0.0,pope franci allow use artifici intellig implant microchip,78,11,0,0,0,1,1,1,1,4
3168,3168,0.0,kerala india consumerf start 24 hour free home deliveri liquor,77,12,0,0,0,1,1,1,1,4
1595,1595,0.0,autopsi prove covid19 blood clot pneumonia ought fought antibiot world wrong treat socal pandem,179,29,0,0,0,1,1,1,1,4
1217,1217,0.0,presid trump post tweet blame presid obama fail prepar pandem celebr peopl aliv dead,163,27,0,0,0,1,1,1,1,4
1884,1884,0.0,italian politician ask bill gate intern crimin court,81,12,0,0,0,1,1,1,1,4
4034,4034,0.0,photo show doctor die covid19,48,8,0,1,0,1,1,1,1,4
752,752,0.0,obama famili flown privat island escap coronavirus pandem,69,10,0,0,0,1,1,1,1,4
294,294,0.0,indian council medic research hospit delhi come 21 point list prevent covid19 futur,132,24,0,0,0,1,1,1,1,4
2443,2443,0.0,prime minist ana brnabic claim number respir state secret countri,102,17,0,0,0,1,1,1,1,4
1193,1193,0.0,video view thousand time multipl post facebook youtub alongsid claim show chines citizen convert islam result novel coronavirus pandem,201,34,0,0,0,1,1,1,1,4
3962,3962,0.0,download covid19 app creat govern contact trace author deport forc infect relat,146,22,0,0,0,1,1,1,1,4
2991,2991,0.0,doctor say video prolong use mask acidifi blood,70,12,0,0,0,1,1,1,1,4
4134,4134,0.0,fábio de melo famous brazilian priest publish text critic lockdown ask empathi need work,131,22,0,0,0,1,1,1,1,4
2174,2174,0.0,candid presid brazil worker parti fernando haddad post photo celebr birthday guest pandem,161,24,0,0,0,1,1,1,1,4
4019,4019,0.0,brazilian suprem court deni order armi hospit treat covid19 patient,84,12,0,0,0,1,1,1,1,4
2520,2520,0.0,child get virus theyr go hospit van peopl dont know peopl dont know home time need,198,39,0,0,0,1,1,1,1,4
1328,1328,0.0,coronavirus remain throat 4 day,46,8,0,0,0,1,1,1,1,4
2333,2333,0.0,video show covid19 patient lie dead ground india,65,11,0,0,0,1,1,1,1,4
678,678,0.0,nba ask presid donald trump resign play,80,14,0,0,0,1,1,1,1,4
4154,4154,0.0,work suspens ecuador coronavirus monday 09032020,71,10,0,0,0,1,1,1,1,4
328,328,0.0,whatsapp messag circul south sudan claim chief justic son critic ill covid19,110,17,0,0,0,1,1,1,1,4
398,398,0.0,photo vaccin develop scientist covid19,62,10,0,0,0,1,1,1,1,4
3378,3378,0.0,insur compani stop cover traffic accid coronavirus,77,9,0,0,0,1,1,1,1,4
3985,3985,0.0,minist health welfar republ china chen shihchung ask public stay home june 25th,130,23,0,0,0,1,1,1,1,4
275,275,0.0,facebook post share thousand time claim center diseas control prevent lie number death caus covid19 combin count pneumonia influenza fatal,214,34,0,0,0,1,1,1,1,4
4046,4046,0.0,video women jump build lock indian polic shop lockdown countri contain covid19 spread,155,26,0,0,0,1,1,1,1,4
952,952,0.0,franc need test popul pari sent test algeria,77,12,0,0,0,1,1,1,1,4
998,998,0.0,hand sanitis fire left car hot weather,63,14,0,0,0,1,1,1,1,4
2350,2350,0.0,judi mikovit claim covid19 origin flu vaccin hydroxychloroquin face mask documentari plandem retold fb post,144,20,0,0,0,1,1,1,1,4
1382,1382,0.0,peopl commit suicid quarantin spain,62,10,0,0,0,1,1,1,1,4
3414,3414,0.0,huge crowd street delhi ramzan crowd festiv navratri,107,19,0,0,0,1,1,1,1,4
1161,1161,0.0,avoid icecream cold drink sweet 90 day prevent coronavirus,78,12,0,0,0,1,1,1,1,4
1363,1363,0.0,patent mean dead diseas virus creat invent lab,76,13,0,0,0,1,1,1,1,4
2596,2596,0.0,thiev madrid pretend doctor steal peopl hous,78,13,0,0,0,1,1,1,1,4
1980,1980,0.0,russian doctor taught wash nostril soap prevent covid19,76,11,0,0,0,1,1,1,1,4
2528,2528,0.0,video show protest doctor la rioja alberto fernández presid argentina,102,16,0,0,0,1,1,1,1,4
3397,3397,0.0,coronavirus cure 14hour curfew,50,8,0,0,0,1,1,1,1,4
993,993,0.0,scientist shock discov weed kill coronavirus,66,9,0,0,0,1,1,1,1,4
1891,1891,0.0,elect year coincid diseas conspiratori meme diseas outbreak got number key fact wrong fals,149,22,0,0,0,1,1,1,1,4
3748,3748,0.0,doctor polic massiv check coronavirus kazakhstan,80,11,0,0,0,1,1,1,1,4
3356,3356,0.0,celebr chines cure covid19 wuhan,72,13,0,0,0,1,1,1,1,4
4083,4083,0.0,video showsa policeman guard hajipur prison suffer covid19,75,10,0,0,0,1,1,1,1,4
1129,1129,0.0,flyer offer offici advic novel coronavirus veteran affair va healthcar system state oregon,135,22,0,0,0,1,1,1,1,4
3113,3113,0.0,cristiano ronaldo go transform hotel hospit,67,10,0,0,0,1,1,1,1,4
57,57,0.0,video train carri truck essenti good current lockdown india brilliant idea modi govern,142,23,0,0,0,1,1,1,1,4
2862,2862,0.0,pictur state wear protect mask slow inescap suicid lead consum danger carbon dioxid,155,25,0,0,0,1,1,1,1,4
4088,4088,0.0,pandem foreseen madonna 2019 album cover,57,9,0,1,0,1,1,1,1,4
756,756,0.0,video view thousand time multipl facebook post claim koran distribut peopl china lift ban islam holi text follow outbreak novel coronavirus covid19,246,42,0,0,0,1,1,1,1,4
424,424,0.0,arbidol miracl cure covid19,40,7,0,0,0,1,1,1,1,4
3220,3220,0.0,video show fortun teller predict coronavirus pandem decemb spanish tv,94,15,0,0,0,1,1,1,1,4
2247,2247,0.0,global pandem occur 100 year,48,7,0,0,0,1,1,1,1,4
2335,2335,0.0,public affirm coronavirus creat unit state kill elder peopl stop 5g develop,124,20,0,0,0,1,1,1,1,4
2256,2256,0.0,alleg statement mexican ministri health inform peopl seen outsid home work person object use basic need ask offici identif wear yellow bracelet,259,44,0,0,0,1,1,1,1,4
507,507,0.0,video show social distanc follow delhi,67,11,0,0,0,1,1,1,1,4
4192,4192,0.0,sulfur emiss wuhan china point mass cremat coronavirus victim data map appear popular twitter thread peopl claim fals,195,31,0,0,0,1,1,1,1,4
4096,4096,0.0,2012 facebook user predict coronavirus china,59,9,0,0,0,1,1,1,1,4
3689,3689,0.0,african resist covid19,41,6,0,0,0,1,1,1,1,4
1195,1195,0.0,hospit set fire nairobi peopl discov lot poison vaccin coronavirus sent usa,129,22,0,0,0,1,1,1,1,4
3893,3893,0.0,medic univers vienna publish studi ibuprofen coronavirus,84,12,0,0,0,1,1,1,1,4
3239,3239,0.0,coronavirus mortal rate proven 003,52,8,0,0,0,1,1,1,1,4
2943,2943,0.0,declar director center coordin health alert emerg spain test covid19 health personnel,149,24,0,0,0,1,1,1,1,4
69,69,0.0,rai tv 2015 warn chines research creat new coronavirus virus part took place wuhan,134,25,0,0,0,1,1,1,1,4
1813,1813,0.0,coronavirus patient arrest punjab india,59,8,0,0,0,1,1,1,1,4
3606,3606,0.0,video chines worker morowali protest covid19 pandem,78,11,0,0,0,1,1,1,1,4
334,334,0.0,italian remov eu flag flag pr china headlin say suggest phenomenon happen itali peopl remov flag european union replac chines flag,235,43,0,0,0,1,1,1,1,4
2525,2525,0.0,consum chlorin dioxid cure coronavirus,50,6,0,0,0,1,1,1,1,4
3819,3819,0.0,newspap articl claim 17 region new case coronavirus itali,89,15,0,0,0,1,1,1,1,4
1368,1368,0.0,presid trump repeat tout antimalari medic hydroxychloroquin chloroquin muchneed solut covid19,143,17,0,0,0,1,1,1,1,4
4241,4241,0.0,video alleg show canadian prime minist justin trudeaus wife hospit bed urg peopl stay home avoid end serious ill novel coronavirus share thousand time facebook twitter,237,39,0,0,0,1,1,1,1,4
1406,1406,0.0,coronavirus creat laboratori wuhan,50,8,0,0,0,1,1,1,1,4
3960,3960,0.0,facebook post share thousand time claim russian presid vladimir putin order covidorgan herbal drink tout madagascan presid andri rajoelina cure covid19 post claim putin urg african follow world health organ warn untest tradit medicin,348,51,0,0,0,1,1,1,1,4
2716,2716,0.0,articl claim мayor tetovo north macedonia teuta arifi manag pusuad govern toler measur citi ie wear protect mask,187,30,0,0,0,1,1,1,1,4
3242,3242,0.0,depart financ dof secretari carlo dominguez iii said philippin borrow trillion dollar world bank futur generat bear burden pay,191,30,0,0,0,1,1,1,1,4
1312,1312,0.0,post share thousand time facebook list compani chief execut offic alleg step novel coronavirus crisi,157,23,0,0,0,1,1,1,1,4
1305,1305,0.0,viral text base imag post claim 5000 itali infect mobil phone cover quot find research specifi detail research post advis abandon phone cover,239,40,0,0,1,0,0,0,0,0
1239,1239,0.0,free babi formula covid19 crisi call compani cant conjur giveaway thin air fals,143,24,0,0,0,1,1,1,1,4
3053,3053,0.0,drink water prevent coronavirus,41,5,0,0,0,1,1,1,1,4
1462,1462,0.0,meme show florida surgeon general say stop wear mask found harm health,136,23,0,0,0,1,1,1,1,4
2280,2280,0.0,photo show dozen bodi bag share thousand time multipl post facebook claim bodi covid19 victim pakistan,173,29,0,0,0,1,1,1,1,4
1210,1210,0.0,nostradamus predict coronavirus pandem,48,5,0,0,0,1,1,1,1,4
3193,3193,0.0,photo show french nurs hold sign denounc polic violenc,75,12,0,0,0,1,1,1,1,4
2748,2748,0.0,coronavirus china 30 million quarantin 28 million infect 112000 dead peopl fall street train supermarket food,163,23,0,0,0,1,1,1,1,4
291,291,0.0,video chines peopl spread coronavirus countri,73,10,0,0,0,1,1,1,1,4
3015,3015,0.0,semen ingest hand sanit kill prevent novel coronavirus,92,15,0,0,0,1,1,1,1,4
1893,1893,0.0,video show bat found tile roof hubei china sourc coronavirus,111,20,0,0,0,1,1,1,1,4
780,780,0.0,jair bolsonaro test posit covid19,45,6,0,0,0,1,1,1,1,4
3266,3266,0.0,facebook post share thousand time claim peopl lesotho immun covid19 countri appar creat remedi diseas,160,25,0,0,0,1,1,1,1,4
1575,1575,0.0,graphic video view ten thousand time multipl post facebook twitter alongsid claim show islamist extremist kill hindu man indian state rajasthan india covid19 lockdown,239,40,0,0,0,1,1,1,1,4
3011,3011,0.0,video chines peopl allow supermarket australia,78,12,0,0,0,1,1,1,1,4
2523,2523,0.0,man collaps die road novel coronavirus,65,12,0,0,0,1,1,1,1,4
632,632,0.0,video coronavirus circul whatsapp open hack cell phone 10 second,110,18,0,0,0,1,1,1,1,4
2239,2239,0.0,slow test quick travel ban that critic save live,121,22,0,0,0,1,1,1,1,4
2903,2903,0.0,photo show swollen tonsil white spot throat person covid19 spread lung bodi look like,142,27,0,0,0,1,1,1,1,4
73,73,0.0,free coronavirus test donat blood case blood bank perform coronavirus test donor fals,155,25,0,0,0,1,1,1,1,4
3621,3621,0.0,final india got coronavirus dashboard offici websit coronavirus updat websit updat hour scroll detail know coronavirus outbreak state place finger state map,279,46,1,1,0,1,1,1,1,4
1780,1780,0.0,french high school town langr chosen test vaccin covid19,89,16,0,0,0,1,1,1,1,4
128,128,1.0,texa lt gov import thing live dan patrick call socialdistanc measur eas state amid coronavirus pandem correct attribut,209,30,0,0,0,1,1,1,1,4
186,186,1.0,empir state build display siren light covid19 pandem strang sight strang time true,126,17,0,0,0,1,1,1,1,4
223,223,1.0,trump administr fire pandem respons team new coronavirus spread 2020 concern unit state prepared potenti pandem true,194,29,0,0,0,1,1,1,1,4
457,457,1.0,trump covid19 pandem statement presid rough week apart march 2020 came intens scrutini correct attribut,181,27,0,0,0,1,1,1,1,4
